"orig_index","cc_num","merchant","category","amt","lat","long","city_pop","unix_time","trans_date_trans_time","is_fraud","card_7d_tx_count","card_30d_tx_count","card_7d_amt_sum","merch_7d_tx_count","merch_30d_tx_count","merch_amt_sum_day","node_degree_card","node_degree_merchant","node_comp_size","node_pagerank_card","node_pagerank_merch","node_eig_card","node_eig_merch","node_clust_card","node_clust_merch","node_core_card","node_core_merch","node_neighbor_fraud_card","node_neighbor_fraud_merch"
"993","4000000000000993","fraud_Bahringer Group","personal_care","373.26","34.0522","-118.2437","3980000","1704585420","2024-01-06 23:57:00","0","4","10","1511.88","4","19","1505.79","4","6","11","0.0760","0.0591","0.4100","0.3200","0.00","0.20","1","2","0.30","0.00"
"994","4000000000000994","fraud_Haley Ltd","grocery_pos","373.80","41.8781","-87.6298","2746000","1704585960","2024-01-07 00:06:00","0","5","12","1869.00","7","9","2633.60","5","1","14","0.0780","0.0740","0.4200","0.3700","0.10","0.30","2","3","0.40","0.10"
"995","4000000000000995","fraud_McDermott PLC","personal_care","374.34","29.7604","-95.3698","2328000","1704586500","2024-01-07 00:15:00","0","6","14","2249.18","2","9","748.68","6","3","17","0.0800","0.0889","0.4300","0.4200","0.20","0.00","3","1","0.00","0.20"
"996","4000000000000996","fraud_Lynch-Wisozk","grocery_pos","374.88","39.9526","-75.1652","1600000","1704587040","2024-01-07 00:24:00","0","7","16","2630.44","5","17","1878.65","1","5","2","0.0820","0.1038","0.4400","0.4700","0.00","0.10","1","2","0.10","0.30"
"997","4000000000000997","fraud_Huels-Nolan","personal_care","375.42","33.4484","-112.0740","1625000","1704587580","2024-01-07 00:33:00","0","8","18","3012.78","8","25","3011.86","2","7","5","0.0840","0.1187","0.4500","0.0500","0.10","0.20","2","3","0.20","0.40"
"998","4000000000000998","fraud_Schmeler Inc","grocery_pos","375.96","32.7767","-96.7970","1304000","1704588120","2024-01-07 00:42:00","0","9","20","3396.20","3","7","1140.63","3","2","8","0.0860","0.1336","0.4600","0.1000","0.20","0.30","3","1","0.30","0.00"
"999","4000000000000999","fraud_Heathcote LLC","personal_care","376.50","47.6062","-122.3321","737000","1704588660","2024-01-07 00:51:00","0","1","13","392.20","6","15","2276.00","4","4","11","0.0880","0.1485","0.4700","0.1500","0.00","0.00","1","2","0.40","0.10"
"1000","4000000000001000","fraud_Kilback LLC","grocery_pos","377.04","40.7128","-74.0060","8419000","1704589200","2024-01-07 01:00:00","0","2","15","772.92","1","15","377.04","5","6","14","0.0900","0.1634","0.4800","0.2000","0.10","0.10","2","3","0.00","0.20"
"1001","4000000000001001","fraud_Ruecker Group","misc_net","375.37","34.0522","-118.2437","3980000","1704589740","2024-01-07 01:09:00","0","3","17","1126.11","4","5","1505.73","6","1","17","0.0920","0.1783","0.4900","0.2500","0.20","0.20","3","1","0.10","0.30"
"1002","4000000000001002","fraud_Stokes and Sons","shopping_net","375.91","41.8781","-87.6298","2746000","1704590280","2024-01-07 01:18:00","0","4","19","1506.78","7","13","2639.87","1","3","2","0.0940","0.1932","0.5000","0.3000","0.00","0.30","1","2","0.20","0.40"
"1003","4000000000001003","fraud_Bahringer Group","misc_net","376.45","29.7604","-95.3698","2328000","1704590820","2024-01-07 01:27:00","1","5","21","1888.53","2","13","765.65","2","5","5","0.0960","0.2081","0.5100","0.3500","0.10","0.00","2","3","0.30","0.00"
"1004","4000000000001004","fraud_Haley Ltd","shopping_net","376.99","39.9526","-75.1652","1600000","1704591360","2024-01-07 01:36:00","0","6","23","2271.36","5","21","1901.95","3","7","8","0.0980","0.2230","0.5200","0.4000","0.20","0.10","3","1","0.40","0.10"
"1005","4000000000001005","fraud_McDermott PLC","misc_net","377.53","33.4484","-112.0740","1625000","1704591900","2024-01-07 01:45:00","0","7","25","2655.27","8","11","3020.24","4","2","11","0.1000","0.0485","0.5300","0.4500","0.00","0.20","1","2","0.00","0.20"
"1006","4000000000001006","fraud_Lynch-Wisozk","shopping_net","378.07","32.7767","-96.7970","1304000","1704592440","2024-01-07 01:54:00","0","8","27","3040.26","3","11","1138.46","5","4","14","0.1020","0.0634","0.5400","0.0300","0.10","0.30","2","3","0.10","0.30"
"1007","4000000000001007","fraud_Huels-Nolan","misc_net","378.61","47.6062","-122.3321","737000","1704592980","2024-01-07 02:03:00","0","9","29","3426.33","6","19","2280.16","6","6","17","0.1040","0.0783","0.0200","0.0800","0.20","0.00","3","1","0.20","0.40"
"1008","4000000000001008","fraud_Schmeler Inc","shopping_net","379.15","40.7128","-74.0060","8419000","1704593520","2024-01-07 02:12:00","0","1","1","379.15","1","1","391.90","1","1","2","0.1060","0.0932","0.0300","0.1300","0.00","0.10","1","2","0.30","0.00"
"1009","4000000000001009","fraud_Heathcote LLC","misc_net","379.69","34.0522","-118.2437","3980000","1704594060","2024-01-07 02:21:00","0","2","3","762.52","4","9","1535.76","2","3","5","0.1080","0.1081","0.0400","0.1800","0.10","0.20","2","3","0.40","0.10"
"1010","4000000000001010","fraud_Kilback LLC","shopping_net","380.23","41.8781","-87.6298","2746000","1704594600","2024-01-07 02:30:00","0","3","5","1146.97","7","17","2661.61","3","5","8","0.1100","0.1230","0.0500","0.2300","0.20","0.30","3","1","0.00","0.20"
"1011","4000000000001011","fraud_Ruecker Group","misc_net","380.77","29.7604","-95.3698","2328000","1704595140","2024-01-07 02:39:00","0","4","7","1532.50","2","17","765.79","4","7","11","0.1120","0.1379","0.0600","0.2800","0.00","0.00","1","2","0.10","0.30"
"1012","4000000000001012","fraud_Stokes and Sons","gas_transport","381.31","39.9526","-75.1652","1600000","1704595680","2024-01-07 02:48:00","0","5","9","1919.11","5","7","1915.05","5","2","14","0.1140","0.1528","0.0700","0.3300","0.10","0.10","2","3","0.20","0.40"
"1013","4000000000001013","fraud_Bahringer Group","food_dining","381.85","33.4484","-112.0740","1625000","1704596220","2024-01-07 02:57:00","0","6","11","2306.80","8","15","3067.55","6","4","17","0.1160","0.1677","0.0800","0.3800","0.20","0.20","3","1","0.30","0.00"
"1014","4000000000001014","fraud_Haley Ltd","gas_transport","380.18","32.7767","-96.7970","1304000","1704596760","2024-01-07 03:06:00","0","7","13","2680.10","3","15","1157.54","1","6","2","0.1180","0.1826","0.0900","0.4300","0.00","0.30","1","2","0.40","0.10"
"1015","4000000000001015","fraud_McDermott PLC","food_dining","380.72","47.6062","-122.3321","737000","1704597300","2024-01-07 03:15:00","0","8","15","3045.76","6","23","2284.32","2","1","5","0.1200","0.1974","0.1000","0.4800","0.10","0.00","2","3","0.00","0.20"
"1016","4000000000001016","fraud_Lynch-Wisozk","gas_transport","381.26","40.7128","-74.0060","8419000","1704597840","2024-01-07 03:24:00","0","9","17","3434.48","1","5","385.51","3","3","8","0.1220","0.2123","0.1100","0.0600","0.20","0.10","3","1","0.10","0.30"
"1017","4000000000001017","fraud_Huels-Nolan","food_dining","381.80","34.0522","-118.2437","3980000","1704598380","2024-01-07 03:33:00","0","1","10","388.08","4","13","1535.70","4","5","11","0.1240","0.2272","0.1200","0.1100","0.00","0.20","1","2","0.20","0.40"
"1018","4000000000001018","fraud_Schmeler Inc","gas_transport","382.34","41.8781","-87.6298","2746000","1704598920","2024-01-07 03:42:00","0","2","12","774.10","7","21","2689.13","5","7","14","0.1260","0.0528","0.1300","0.1600","0.10","0.30","2","3","0.30","0.00"
"1019","4000000000001019","fraud_Heathcote LLC","food_dining","382.88","29.7604","-95.3698","2328000","1704599460","2024-01-07 03:51:00","0","3","14","1161.20","2","3","782.76","6","2","17","0.1280","0.0677","0.1400","0.2100","0.20","0.00","3","1","0.40","0.10"
"1020","4000000000001020","fraud_Kilback LLC","gas_transport","383.42","39.9526","-75.1652","1600000","1704600000","2024-01-07 04:00:00","1","4","16","1549.38","5","11","1917.10","1","4","2","0.1300","0.0826","0.1500","0.2600","0.00","0.10","1","2","0.00","0.20"
"1021","4000000000001021","fraud_Ruecker Group","food_dining","383.96","33.4484","-112.0740","1625000","1704600540","2024-01-07 04:09:00","0","5","18","1938.64","8","19","3075.93","2","6","5","0.1320","0.0974","0.1600","0.3100","0.10","0.20","2","3","0.10","0.30"
"1022","4000000000001022","fraud_Stokes and Sons","gas_transport","384.50","32.7767","-96.7970","1304000","1704601080","2024-01-07 04:18:00","0","6","20","2307.00","3","19","1162.00","3","1","8","0.1340","0.1123","0.1700","0.3600","0.20","0.30","3","1","0.20","0.40"
"1023","4000000000001023","fraud_Bahringer Group","travel","385.04","47.6062","-122.3321","737000","1704601620","2024-01-07 04:27:00","0","7","22","2698.42","6","9","2322.99","4","3","11","0.1360","0.1272","0.1800","0.4100","0.00","0.00","1","2","0.30","0.00"
"1024","4000000000001024","fraud_Haley Ltd","entertainment","385.58","40.7128","-74.0060","8419000","1704602160","2024-01-07 04:36:00","0","8","24","3090.92","1","9","402.58","5","5","14","0.1380","0.1421","0.1900","0.4600","0.10","0.10","2","3","0.40","0.10"
"1025","4000000000001025","fraud_McDermott PLC","travel","386.12","34.0522","-118.2437","3980000","1704602700","2024-01-07 04:45:00","0","9","26","3484.50","4","17","1544.48","6","7","17","0.1400","0.1570","0.2000","0.0400","0.20","0.20","3","1","0.00","0.20"
"1026","4000000000001026","fraud_Lynch-Wisozk","entertainment","386.66","41.8781","-87.6298","2746000","1704603240","2024-01-07 04:54:00","0","1","19","399.22","7","7","2710.87","1","2","2","0.1420","0.1719","0.2100","0.0900","0.00","0.30","1","2","0.10","0.30"
"1027","4000000000001027","fraud_Huels-Nolan","travel","384.99","29.7604","-95.3698","2328000","1704603780","2024-01-07 05:03:00","0","2","21","785.68","2","7","778.48","2","4","5","0.1440","0.1868","0.2200","0.1400","0.10","0.00","2","3","0.20","0.40"
"1028","4000000000001028","fraud_Schmeler Inc","entertainment","385.53","39.9526","-75.1652","1600000","1704604320","2024-01-07 05:12:00","0","3","23","1175.43","5","15","1940.40","3","6","8","0.1460","0.2017","0.2300","0.1900","0.20","0.10","3","1","0.30","0.00"
"1029","4000000000001029","fraud_Heathcote LLC","travel","386.07","33.4484","-112.0740","1625000","1704604860","2024-01-07 05:21:00","0","4","4","1544.28","8","23","3105.56","4","1","11","0.1480","0.2166","0.2400","0.2400","0.00","0.20","1","2","0.40","0.10"
"1030","4000000000001030","fraud_Kilback LLC","entertainment","386.61","32.7767","-96.7970","1304000","1704605400","2024-01-07 05:30:00","0","5","6","1936.19","3","5","1159.83","5","3","14","0.1500","0.0421","0.2500","0.2900","0.10","0.30","2","3","0.00","0.20"
"1031","4000000000001031","fraud_Ruecker Group","travel","387.15","47.6062","-122.3321","737000","1704605940","2024-01-07 05:39:00","0","6","8","2329.18","6","13","2327.15","6","5","17","0.1520","0.0570","0.2600","0.3400","0.20","0.00","3","1","0.10","0.30"
"1032","4000000000001032","fraud_Stokes and Sons","entertainment","387.69","40.7128","-74.0060","8419000","1704606480","2024-01-07 05:48:00","0","7","10","2723.25","1","13","396.19","1","7","2","0.1540","0.0719","0.2700","0.3900","0.00","0.10","1","2","0.20","0.40"
"1033","4000000000001033","fraud_Bahringer Group","travel","388.23","34.0522","-118.2437","3980000","1704607020","2024-01-07 05:57:00","0","8","12","3118.40","4","21","1565.67","2","2","5","0.1560","0.0868","0.2800","0.4400","0.10","0.20","2","3","0.30","0.00"
"1034","4000000000001034","fraud_Haley Ltd","home","388.77","41.8781","-87.6298","2746000","1704607560","2024-01-07 06:06:00","0","9","14","3514.63","7","11","2738.39","3","4","8","0.1580","0.1017","0.2900","0.0200","0.20","0.30","3","1","0.40","0.10"
"1035","4000000000001035","fraud_McDermott PLC","health_fitness","389.31","29.7604","-95.3698","2328000","1704608100","2024-01-07 06:15:00","0","1","7","408.15","2","11","778.62","4","6","11","0.1600","0.1166","0.3000","0.0700","0.00","0.00","1","2","0.00","0.20"
"1036","4000000000001036","fraud_Lynch-Wisozk","home","389.85","39.9526","-75.1652","1600000","1704608640","2024-01-07 06:24:00","0","2","9","779.70","5","19","1953.50","5","1","14","0.1620","0.1315","0.3100","0.1200","0.10","0.10","2","3","0.10","0.30"
"1037","4000000000001037","fraud_Huels-Nolan","health_fitness","390.39","33.4484","-112.0740","1625000","1704609180","2024-01-07 06:33:00","1","3","11","1174.31","8","9","3131.62","6","3","17","0.1640","0.1464","0.3200","0.1700","0.20","0.20","3","1","0.20","0.40"
"1038","4000000000001038","fraud_Schmeler Inc","home","390.93","32.7767","-96.7970","1304000","1704609720","2024-01-07 06:42:00","0","4","13","1570.00","3","9","1185.54","1","5","2","0.1660","0.1613","0.3300","0.2200","0.00","0.30","1","2","0.30","0.00"
"1039","4000000000001039","fraud_Heathcote LLC","health_fitness","391.47","47.6062","-122.3321","737000","1704610260","2024-01-07 06:51:00","0","5","15","1966.77","6","17","2365.82","2","7","5","0.1680","0.1762","0.3400","0.2700","0.10","0.00","2","3","0.40","0.10"
"1040","4000000000001040","fraud_Kilback LLC","home","389.80","40.7128","-74.0060","8419000","1704610800","2024-01-07 07:00:00","0","6","17","2351.36","1","17","389.80","3","2","8","0.1700","0.1911","0.3500","0.3200","0.20","0.10","3","1","0.00","0.20"
"1041","4000000000001041","fraud_Ruecker Group","health_fitness","390.34","34.0522","-118.2437","3980000","1704611340","2024-01-07 07:09:00","0","7","19","2748.08","4","7","1565.61","4","4","11","0.1720","0.2060","0.3600","0.3700","0.00","0.20","1","2","0.10","0.30"
"1042","4000000000001042","fraud_Stokes and Sons","home","390.88","41.8781","-87.6298","2746000","1704611880","2024-01-07 07:18:00","0","8","21","3145.88","7","15","2744.66","5","6","14","0.1740","0.2209","0.3700","0.4200","0.10","0.30","2","3","0.20","0.40"
"1043","4000000000001043","fraud_Bahringer Group","health_fitness","391.42","29.7604","-95.3698","2328000","1704612420","2024-01-07 07:27:00","0","9","23","3522.78","2","15","795.59","6","1","17","0.1760","0.0464","0.3800","0.4700","0.20","0.00","3","1","0.30","0.00"
"1044","4000000000001044","fraud_Haley Ltd","home","391.96","39.9526","-75.1652","1600000","1704612960","2024-01-07 07:36:00","0","1","16","395.10","5","5","1976.80","1","3","2","0.1780","0.0613","0.3900","0.0500","0.00","0.10","1","2","0.40","0.10"
"1045","4000000000001045","fraud_McDermott PLC","grocery_pos","392.50","33.4484","-112.0740","1625000","1704613500","2024-01-07 07:45:00","0","2","18","791.28","8","13","3140.00","2","5","5","0.1800","0.0762","0.4000","0.1000","0.10","0.20","2","3","0.00","0.20"
"1046","4000000000001046","fraud_Lynch-Wisozk","personal_care","393.04","32.7767","-96.7970","1304000","1704614040","2024-01-07 07:54:00","0","3","20","1188.54","3","13","1183.37","3","7","8","0.1820","0.0911","0.4100","0.1500","0.20","0.30","3","1","0.10","0.30"
"1047","4000000000001047","fraud_Huels-Nolan","grocery_pos","393.58","47.6062","-122.3321","737000","1704614580","2024-01-07 08:03:00","0","4","22","1586.88","6","21","2369.98","4","2","11","0.1840","0.1060","0.4200","0.2000","0.00","0.00","1","2","0.20","0.40"
"1048","4000000000001048","fraud_Schmeler Inc","personal_care","394.12","40.7128","-74.0060","8419000","1704615120","2024-01-07 08:12:00","0","5","24","1986.30","1","3","406.87","5","4","14","0.1860","0.1209","0.4300","0.2500","0.10","0.10","2","3","0.30","0.00"
"1049","4000000000001049","fraud_Heathcote LLC","grocery_pos","394.66","34.0522","-118.2437","3980000","1704615660","2024-01-07 08:21:00","0","6","26","2386.80","4","11","1595.64","6","6","17","0.1880","0.1357","0.4400","0.3000","0.20","0.20","3","1","0.40","0.10"
"1050","4000000000001050","fraud_Kilback LLC","personal_care","395.20","41.8781","-87.6298","2746000","1704616200","2024-01-07 08:30:00","0","7","7","2766.40","7","19","2766.40","1","1","2","0.1900","0.1506","0.4500","0.3500","0.00","0.30","1","2","0.00","0.20"
"1051","4000000000001051","fraud_Ruecker Group","grocery_pos","395.74","29.7604","-95.3698","2328000","1704616740","2024-01-07 08:39:00","0","8","9","3169.06","2","19","795.73","2","3","5","0.1920","0.1655","0.4600","0.4000","0.10","0.00","2","3","0.10","0.30"
"1052","4000000000001052","fraud_Stokes and Sons","personal_care","396.28","39.9526","-75.1652","1600000","1704617280","2024-01-07 08:48:00","0","9","11","3572.80","5","9","1989.90","3","5","8","0.1940","0.1804","0.4700","0.4500","0.20","0.10","3","1","0.20","0.40"
"1053","4000000000001053","fraud_Bahringer Group","grocery_pos","394.61","33.4484","-112.0740","1625000","1704617820","2024-01-07 08:57:00","0","1","4","404.03","8","17","3169.63","4","7","11","0.1960","0.1953","0.4800","0.0300","0.00","0.20","1","2","0.30","0.00"
"1054","4000000000001054","fraud_Haley Ltd","personal_care","395.15","32.7767","-96.7970","1304000","1704618360","2024-01-07 09:06:00","1","2","6","802.86","3","17","1202.45","5","2","14","0.1980","0.2102","0.4900","0.0800","0.10","0.30","2","3","0.40","0.10"
"1055","4000000000001055","fraud_McDermott PLC","grocery_pos","395.69","47.6062","-122.3321","737000","1704618900","2024-01-07 09:15:00","0","3","8","1202.77","6","7","2374.14","6","4","17","0.2000","0.2251","0.5000","0.1300","0.20","0.00","3","1","0.00","0.20"
"1056","4000000000001056","fraud_Lynch-Wisozk","misc_net","396.23","40.7128","-74.0060","8419000","1704619440","2024-01-07 09:24:00","0","4","10","1603.76","1","7","400.48","1","6","2","0.2020","0.0506","0.5100","0.1800","0.00","0.10","1","2","0.10","0.30"
"1057","4000000000001057","fraud_Huels-Nolan","shopping_net","396.77","34.0522","-118.2437","3980000","1704619980","2024-01-07 09:33:00","0","5","12","1983.85","4","15","1595.58","2","1","5","0.2040","0.0655","0.5200","0.2300","0.10","0.20","2","3","0.20","0.40"
"1058","4000000000001058","fraud_Schmeler Inc","misc_net","397.31","41.8781","-87.6298","2746000","1704620520","2024-01-07 09:42:00","0","6","14","2387.00","7","23","2793.92","3","3","8","0.2060","0.0804","0.5300","0.2800","0.20","0.30","3","1","0.30","0.00"
"1059","4000000000001059","fraud_Heathcote LLC","shopping_net","397.85","29.7604","-95.3698","2328000","1704621060","2024-01-07 09:51:00","0","7","16","2791.23","2","5","812.70","4","5","11","0.2080","0.0953","0.5400","0.3300","0.00","0.00","1","2","0.40","0.10"
"1060","4000000000001060","fraud_Kilback LLC","misc_net","398.39","39.9526","-75.1652","1600000","1704621600","2024-01-07 10:00:00","0","8","18","3196.54","5","13","1991.95","5","7","14","0.2100","0.1102","0.0200","0.3800","0.10","0.10","2","3","0.00","0.20"
